ID,Label,Text
W393,0,i feel is still really low in my abdomen
W394,1,i feel like i ve been welcomed a tight knit family who ll make sure i won t feel alone ever
W395,0,i feel this is doubtful
W396,1,i usually use smaller legos however this year i have a few students with fine motor delays and i want all my students to feel successful
W397,1,i get some exercise and feel like im doing something worthwhile in the meantime
W398,1,i feel like my life is very rich and fulfilling but i know people look at the way i live and feel some misplaced pity for me
W399,1,i feel blessed amazed and yes very excited
W400,0,i feel hesitant about talking about this
W401,0,i try to get in at least minutes a day five days a week though i have been known to skip a workout if i m feeling particularly lethargic or lazy
W402,0,i have been feeling beaten down sick and utterly devoid of hope that i will ever have the life i want
W403,0,i feel hesitant to comment because i don t want to add to a pileon but it seems clear to me that those involved haven t learned from their past experiences nor are they interested in applying that learning to future projects
W404,1,i feel quite passionate about as communion is of tremendous importance to me personally and theologically
W405,1,im feeling happy and well
W406,0,i find myself having much more time to think about myself without feeling depressed to actually be able to write and imagine without feeling trapped or like i am missing out on something a near constant feeling i have in cities
W407,1,i got the feeling brig is sincere and has a very strong desire to help others become successful both financially and also through building strengthening relationships through christianity
W408,0,i feel like ive had to fake my feelings a lot more often then i would have liked to
W409,1,i were feeling energetic so we decided we were going to bike to the rest of the temples
W410,0,im really like she said only you can understand the way i feel toni ight she blamed excesses on the merican dream so seldom witnessed never er seen hah hah hah hah hah
W411,1,i am happpy when i get good results in the field of academics or athletics
W412,0,i dont know where i want to work because there will always be something that makes me feel stressed or anxious at work whatever the job may be as all jobs require some sort of rules or pressure
W413,1,id pop out of the chair feeling like i should be doing something more worthwhile
W414,1,i was really hoping that theyd get far enough ahead of us that we could feel like we were doing our own navigating so i was delighted when after punching the second control they headed off onto a trail through the woods
W415,0,i feel like normally i would be angry because thats what i actually think that i could never be beautiful at my size
W416,0,i wonder how many people are against my do it only when you feel like it perspective but i think if you do it for the sake of doing it without wanting to do it then it will turn out to be the result of crappy work
W417,0,i feel indecisive on whether or not i feel the book huckleberry finn should be censored
W418,0,i should have known she likes kamiki kun he laughs nozomi feels an unpleasant knot in her stomach you must think i m a fool don t you nonchan
W419,0,i made the choice to start recognizing when that feeling of being unloved kicks in and to choose to keep my persistence at the same level not allowing that old reaction to shut me down
W420,0,i feel like im more hated than celebrated and i cant wait till the day i can say i made it
W421,1,i feel very comfortable with this decision
