Text,Actual Label,Predicted TF-IDF,Predicted VADER,Predicted BERT
feel relieved get job cant lie feel free time lost slowly ill work whole day,1,1,0,1
hurt much told stop much suppose leaked brain feel guilty hurt,0,0,0,0
feel like caring,1,1,1,0
knew like feel heartbroken,0,0,0,0
feel resigned brought docile,0,0,0,0
feel sorry employee way applebees ceo behaves best chain starved death caring consumer,0,0,0,0
always jumble word letter feel like inhaler took back college culprit brain permanently damaged,0,0,0,0
feel awful stay home missing exercise practice flaking team,0,0,0,0
forgot take med morning predictably feeling irritable le predictably sitting day thinking ima kill bitch dont get hand chocolate cupcake,0,0,0,0
im feeling cute flirty bright coloured lipstick im feeling bold etc,1,1,1,1
feel cranky irrationally,0,0,0,0
see family swan feel joyful peaceful blessed,1,1,1,1
keep feel irritated,0,0,0,0
dunno else describe great feel swear ive giggly day,1,1,1,1
took chance kept cry hope might feel benevolent,1,0,1,1
feel like vile thing brooding gnawing deeper spirit,0,0,0,0
im feeling horny right,1,1,1,0
feel slightly emotional watching,0,0,1,0
feel empty body,0,0,0,0
designed retirement detox course people maybe feeling little disillusioned retirement wondering,0,0,0,0
inferior feel child respected listened allowed opinion,1,1,1,0
still feeling somewhat intimidated guess safe cautious fully aware ok,0,1,1,1
also feel embarrassed consciously look life see good thing everyone else see depression cycle hit even knowing good thing exist simply enough,0,0,0,0
feel like conor sincere,1,1,1,1
want feel left offering discount tea tote beloved reader beginning today april th,1,1,1,1
know feel disheartened league many draw mark tightly contested competitive organization important result,0,1,0,0
want feel humiliated guilty,0,0,0,0
feel acceptable substitute,1,1,1,1
wake feeling pretty energetic thats positive anyway,1,1,1,1
feel im running im sure look like im stroke something,1,1,1,0
im starting feel content talking,1,1,1,1
started feel super emotional time strange,1,0,1,0
tired feeling sorry,0,0,0,0
feel like house constantly messy feel like always cleaning,0,0,1,0
couldnt help feel little place casual attire,1,1,0,0
truly feel irate,0,0,0,0
feeling im going get unpleasant comment anyway,0,0,0,0
didnt feel terrible slowing,0,0,1,1
feel fine,1,1,1,1
im person world feel miserable time time,0,0,0,0
dont solid reason beginning self harm number thing really feeling worthless one would ever like ugly didnt fit horrible,0,0,0,0
feel like gotten rejected time met,0,0,0,0
worry feeling resentful woman work,0,0,0,0
like notify time feel sweet heart beside need make love human cant live without love question kind infidelity passed sweety feel sweet href http savingyourmarriagebeforeitstarts,1,1,1,1
make someone feel unwelcome rrreeaallyy fast without saying word,0,0,0,0
didnt feel much maybe sting terrified didnt know going hurt would problem knew really situation,0,0,0,0
suddenly feel anxious im cry little thing,0,0,0,0
came movie feeling like bunch learn character played came unfortunate conclusion fictional character exist,0,0,1,0
feel trace disgrace gracious man embracing bracelet,1,1,1,0
feel like really heartbroken little year old explained,0,0,0,0
feel peaceful around,1,1,1,1
ive hanging around younger people feel like im see photo u together suddenly shaken see old look,0,0,1,0
meet date continue source apathy worse people feel wronged whose confidence act bad faith,0,0,0,0
feel like still valuable information perspective,1,1,1,1
bet taylor swift basks knowledge boy writes song probably feel tortured,0,0,0,0
feel guilty sometimes share challenge life thrown way financially emotionally recently medically,0,0,0,0
feel oh heart broke,0,0,0,0
ive feeling weepy sensitive today time roll towards anniversary father death,0,0,0,0
went see pcm post follow appointment left feeling hopeful optimistic,1,1,1,1
started getting back track health wise already feel relieved,1,1,1,1
didnt feel like moving around thing going fine,1,1,0,0
like feeling unsure uncertain,0,0,0,0
feel vulnerable yet protective,0,0,0,0
feel numb,0,0,0,0
feel ashamed embarrassed every time someone executed u,0,0,0,0
tired feeling like helpless victim stuck circumstance slowly started making change,0,0,0,0
feel free exhilarated,1,1,1,1
wishful gaining feeling responsibility planning event well commitment,1,1,1,0
feel delicious heartburn,1,1,1,0
feeling nothing even getting agitated anymore,0,0,1,0
slow bit stay partly feeling like start win give partly afraid push kill trying stay,0,0,1,0
feel ever computer pour code art extension thats pretty goddamned cool book hopelessly romantic creativity prone fit stereotypical artist bullshit grain salt,1,1,1,0
feel humiliated forced make decision want make simply please parent,0,0,0,0
wondered would feel bit lost got end programme time looking forward running music setting goal,0,0,0,1
know feeling premonition could simply product troubled subconscious grabbing conscious attention bit,0,0,0,0
also able get appointment osteopath freaking awesome feel like caring boulder stomach,1,1,1,1
shook walked expansive beijing capital international airport feeling utterly un amused prospect international transfer china,1,1,1,0
feel troubled guess would best word,0,0,1,0
feeling extremely anxious,0,0,0,0
feel impatient sometimes feel thankful god gave time moulding heart,0,1,1,1
discovered feeling successful grown decide make indulge meal hit spot,1,1,1,1
feel increasingly fond copper,1,1,1,1
feel empty baby isnt,0,0,0,0
feel virtuous made dinner tonight,1,1,1,1
shall never feel like le valued human always know need met god people get rid pride ask,1,1,1,1
feel le bitchy morning,0,0,0,1
feel rushed make poor food choice start slide back towards bad habit,0,0,0,0
feeling valued today,1,1,1,1
feeling smug continuing resolution use huge paper stack never cut here latest offering using graphic curtain call paper,1,1,1,1
im choosing feel bad stop absolutely ludicrous,0,0,0,0
feel selfish thinking way feel lonely time,0,0,0,0
honoured young woman felt comfortable enough ask kind faux hawk thing going back must looked dykey enough feel safe talking,1,1,1,1
aa meeting today really started feel isolated everyone room,0,0,0,0
wasnt feeling willfully broke routine,0,0,1,0
feel disrespected insulted,0,0,0,0
feeling fabulous friday morning started get awful cramp work,1,0,1,0
im feeling hesitant put much else word,0,0,0,0
feel inside cause life like game sometimes came around wall disappeared nothing surround keep fear im unprotected see ive opened oh youve made trust cause ive never felt like im naked around show,0,0,1,1
know current space make feel comfortable,1,1,1,0
feel little bit sorry ahem face hard time,0,0,0,0
feel im convinced dont want let go,1,1,1,0
currently feeling like know kind devastated desperate feeling trapped inside like somewhere screaming cry like want slash wrist afraid death,0,0,0,0
feel little bit frightened islam,0,0,0,0
didnt really feel appetite noodle chose bowl rice sweet potatoe tempura amp miso soup included,1,1,1,0
feel like fearful first threw leg top tube surgery,0,0,1,0
see woman wearing boot feel envious want curse,0,0,0,0
feel like helpless duckie target commie fed time want run hide,0,0,0,0
feel rebellious even,0,0,0,0
shared previously tv program another minor disagreement bed left feeling rejected lonely,0,0,0,0
still feel longing inspite sitting front,1,1,0,1
changed feel im taking advantage wouldnt bothered one bit,0,0,1,0
appreciate award feel many wonderful blog winner,1,1,1,1
know want life moment even though thing really good stable many way still feel content,1,1,1,0
feel somewhat victimized,0,0,0,0
feel honored could part fundraiser well told hope return another time,1,1,1,1
im feeling pretty annoyed whole thing decided share reason rejoice,0,0,1,0
feeling terrified terrified people around situation involves,0,0,0,0
stand looking tower feeling wave nostalgia longing,1,1,1,1
im feeling would obnoxious,0,0,0,0
feeling happy thank,1,1,1,1
feel bitter supposed providing privileged space someone else dont get,0,0,1,0
yesterday feeling uncomfortable highschool sigh,0,0,0,0
feeling listless loopy,0,0,1,0
guess im feeling better,1,1,1,1
feeling productive,1,1,1,1
still feel brave walk saudi perfume scented terminal dulles flight leave hour,1,1,1,1
really feel rotten ear hurt bad still managed work day really push intensity,0,0,0,0
looked around disappointed little shown evening apparently day feel selfish,0,0,0,0
overslept hangover kicked mid morning im still feeling extremely delicate,1,1,1,1
love museum although love art feel dumb knowing painting,0,0,1,1
feel energetic going take hike,1,1,1,1
feel intimidated go time fear happen,0,0,0,0
certainly sound like lowdown bitch countering back people say whatever exactly bother oh well bet hit one aim wonder people feel entertained exhilarated thrilled excited provoke feeling others,1,1,1,0
remember used feel watching tv seeing sara rue popular inspiration,1,1,1,1
ive feeling really shitty lately,0,0,0,0
feel honored opportunity sign book within wall library,1,1,1,1
feel really petty complaining panic attack,0,0,0,0
feel im forever alone,0,0,0,0
im sure folk virginia florida handful swing state agree feel put upon insulted constant barrage,0,1,1,0
could feel peace welcomed week packing saying good bye dealing overwhelming feeling displacement,1,1,1,1
need look decent feel cute,1,1,1,1
get depressed feel talented enough never create beautiful piece art,1,1,0,0
im feeling alot le grouchy lonely today,0,0,0,1
go mode want write feel disgusted write,0,0,0,0
feel like cant brave,1,1,0,0
really feeling shitty physically emotionally even took time realize nailart session would right positive treat cheer,0,0,1,0
needed feeling greedy,0,0,0,0
talk essay people feel differently poetry angry sad,0,0,0,0
feeling weepy emotional still,0,0,0,0
feel paranoid nobody saying anything,0,0,0,0
bruise hip elbow im feeling pretty banged,1,1,1,0
